ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6300	"ENSG00000197858"	"GPAA1"	chr8	+	144085572	144086216	144085572	144085743	144085881	144086216	6300	21,44	385,497	62,90	585,520	237	99	0.00040869221831	0.0020387874635672846	0.022,0.036	0.042,0.067	-0.026
6303	"ENSG00000114054"	"PCCB"	chr3	+	136326802	136327255	136326802	136326910	136327154	136327255	6303	37,55	918,976	58,77	1056,1394	343	99	0.452125297946	0.6884473015487927	0.011,0.016	0.016,0.016	-0.003
6304	"ENSG00000189223"	"PAX8-AS1"	chr2	+	113255389	113259584	113255389	113255549	113259263	113259584	6304	64,51	4,5	55,60	8,3	3813	99	0.734360936827	0.948145114521325	0.293,0.209	0.151,0.342	0.005
6305	"ENSG00000115085"	"ZAP70"	chr2	+	97733296	97735456	97733296	97733343	97735249	97735456	6305	6730,8188	0,0	3911,3380	0,4	2005	99	1	1.0	1.0,1.0	1.0,0.977	0.012
6306	"ENSG00000139574"	"NPFF"	chr12	-	53507020	53507484	53507020	53507142	53507372	53507484	6306	43,98	0,0	100,77	2,2	329	99	0.0982777733268	0.21020221085446664	1.0,1.0	0.938,0.921	0.071
6307	"ENSG00000101460"	"MAP1LC3A"	chr20	+	34559735	34560345	34559735	34559905	34560171	34560345	6307	0,4	0,0	0,1	2,0	365	99	1	1.0	NA,1.0	0.0,1.0	0.5
6308	"ENSG00000185621"	"LMLN"	chr3	+	197976028	197976715	197976028	197976111	197976597	197976715	6308	50,54	12,17	21,58	19,41	585	99	0.000358324343871	0.0018240032728578544	0.414,0.35	0.158,0.193	0.207
6309	"ENSG00000198520"	"ARMH1"	chr1	+	44724319	44724668	44724319	44724392	44724538	44724668	6309	311,318	59,70	34,53	6,13	245	99	0.9385726116	1.0	0.681,0.647	0.696,0.622	0.005
6310	"ENSG00000162191"	"UBXN1"	chr11	-	62676812	62677832	62676812	62677005	62677517	62677832	6310	311,319	1907,2205	251,359	1287,1611	611	99	0.00959150590697	0.030547936889842135	0.026,0.023	0.031,0.035	-0.009
6311	"ENSG00000162191"	"UBXN1"	chr11	-	62676497	62677832	62676497	62677005	62677780	62677832	6311	440,513	4,2	355,449	0,0	874	99	0.0257080992157	0.06963474961304209	0.926,0.967	1.0,1.0	-0.053
6312	"ENSG00000162191"	"UBXN1"	chr11	-	62677517	62677832	62677517	62677563	62677780	62677832	6312	1123,1334	20,22	767,987	26,33	316	99	0.00264444807589	0.010203602900821566	0.946,0.95	0.902,0.904	0.045
6313	"ENSG00000162191"	"UBXN1"	chr11	-	62677517	62677832	62677517	62677634	62677780	62677832	6313	173,223	1636,1976	127,144	952,1426	245	99	0.713010853484	0.9311735922044386	0.041,0.044	0.051,0.039	-0.003
6314	"ENSG00000162191"	"UBXN1"	chr11	-	62678338	62678601	62678338	62678408	62678494	62678601	6314	47,63	2059,2457	39,20	1252,1626	185	99	0.40925514298	0.641784584104178	0.012,0.014	0.016,0.007	0.002
6315	"ENSG00000162191"	"UBXN1"	chr11	-	62678689	62679058	62678689	62678743	62678864	62679058	6315	50,47	1594,1879	35,87	907,1366	220	99	0.000271386201877	0.0014246852516223193	0.014,0.011	0.017,0.028	-0.01
6316	"ENSG00000166986"	"MARS1"	chr12	+	57489018	57489345	57489018	57489109	57489266	57489345	6316	83,58	529,604	19,44	557,753	256	99	1.10805918885e-07	1.3257198078070465e-06	0.057,0.036	0.013,0.022	0.029
6317	"ENSG00000166986"	"MARS1"	chr12	+	57489266	57489558	57489266	57489345	57489423	57489558	6317	76,82	745,892	56,63	691,1020	177	99	0.045397041927	0.11171204481844993	0.054,0.049	0.043,0.033	0.014
6318	"ENSG00000166986"	"MARS1"	chr12	+	57489266	57489558	57489266	57489345	57489454	57489558	6318	234,248	7,10	206,261	3,3	208	99	0.0157751361623	0.046482140421714044	0.941,0.922	0.97,0.976	-0.041
6319	"ENSG00000166986"	"MARS1"	chr12	+	57512007	57512353	57512007	57512103	57512235	57512353	6319	145,168	978,1051	60,84	1159,1716	231	99	4.32986979604e-15	1.8666818556447306e-13	0.06,0.064	0.022,0.021	0.041
6320	"ENSG00000166986"	"MARS1"	chr12	+	57512007	57512353	57512007	57512103	57512302	57512353	6320	669,822	80,90	778,980	31,32	298	99	3.40635297746e-11	8.189042344878138e-10	0.735,0.752	0.893,0.911	-0.158
6321	"ENSG00000166986"	"MARS1"	chr12	+	57515919	57516158	57515919	57515991	57516138	57516158	6321	533,660	3,6	376,554	4,2	246	99	0.67434127768	0.8974906485708596	0.986,0.978	0.974,0.991	-0.0
6322	"ENSG00000166986"	"MARS1"	chr12	+	57515919	57516337	57515919	57515991	57516244	57516337	6322	775,896	924,1032	544,831	1233,1758	352	99	1.64852755891e-08	2.4324449659863233e-07	0.191,0.196	0.11,0.117	0.08
6323	"ENSG00000166986"	"MARS1"	chr12	+	57515919	57516337	57515919	57516158	57516244	57516337	6323	477,544	29,18	330,514	10,11	185	99	0.0204625549947	0.05754720732292271	0.898,0.942	0.946,0.962	-0.034
6324	"ENSG00000166986"	"MARS1"	chr12	+	57516244	57516655	57516244	57516337	57516434	57516655	6324	112,154	1453,1474	354,586	1460,2050	196	99	0	0.0	0.037,0.05	0.109,0.126	-0.074
6325	"ENSG00000160753"	"RUSC1"	chr1	+	155325101	155325490	155325101	155325178	155325315	155325490	6325	24,16	55,74	39,74	94,156	236	99	0.0936239436643	0.20237982444184963	0.155,0.083	0.148,0.166	-0.038
6326	"ENSG00000160753"	"RUSC1"	chr1	+	155325863	155327132	155325863	155325910	155326579	155327132	6326	38,62	65,67	22,32	138,202	768	99	8.29558644e-13	2.5813322805435483e-11	0.07,0.107	0.02,0.02	0.068
6327	"ENSG00000160753"	"RUSC1"	chr1	+	155325863	155327132	155325863	155325910	155326609	155327132	6327	54,74	1,0	48,76	3,0	798	99	0.117408283429	0.2419977893220067	0.87,1.0	0.665,1.0	0.103
6328	"ENSG00000160753"	"RUSC1"	chr1	+	155325863	155327132	155325863	155325910	155326897	155327132	6328	266,295	5,18	317,512	17,5	1086	99	0.440267666496	0.6761284740994293	0.829,0.599	0.63,0.903	-0.052
6329	"ENSG00000143799"	"PARP1"	chr1	-	226363098	226364070	226363098	226363160	226363942	226364070	6329	43,31	917,1025	94,123	3440,4004	881	99	1	1.0	0.005,0.003	0.003,0.003	0.001
6330	"ENSG00000143799"	"PARP1"	chr1	-	226363098	226365154	226363098	226364070	226365001	226365154	6330	33,33	1120,1263	49,77	3654,4541	1030	99	1	1.0	0.003,0.003	0.001,0.002	0.002
6331	"ENSG00000143799"	"PARP1"	chr1	-	226365953	226367608	226365953	226366052	226367479	226367608	6331	75,84	908,987	130,198	2878,3484	1526	99	1	1.0	0.005,0.005	0.003,0.004	0.002
6332	"ENSG00000143799"	"PARP1"	chr1	-	226379921	226381208	226379921	226380164	226381067	226381208	6332	23,21	892,991	17,20	2555,3141	1002	99	1	1.0	0.003,0.002	0.001,0.001	0.002
6333	"ENSG00000143799"	"PARP1"	chr1	-	226385503	226386442	226385503	226385680	226386218	226386442	6333	12,2	0,0	8,13	0,1	637	99	1	1.0	1.0,1.0	1.0,0.669	0.165
6334	"ENSG00000143799"	"PARP1"	chr1	-	226385503	226386442	226385503	226385680	226386325	226386442	6334	14,2	1029,986	15,23	2497,2953	744	99	1	1.0	0.002,0.0	0.001,0.001	0.0
6338	"ENSG00000184840"	"TMED9"	chr5	+	177593649	177594285	177593649	177593775	177594138	177594285	6338	121,164	1657,1700	74,124	2881,3270	462	99	1.61040779745e-06	1.468973637461188e-05	0.015,0.02	0.005,0.008	0.011
6339	"ENSG00000138442"	"WDR12"	chr2	-	202884197	202884535	202884197	202884303	202884394	202884535	6339	1,9	234,324	3,6	362,377	190	99	1	1.0	0.002,0.014	0.004,0.008	0.002
6340	"ENSG00000114023"	"FAM162A"	chr3	+	122404257	122407389	122404257	122404363	122407280	122407389	6340	213,299	3754,4623	134,136	3316,3635	3016	99	1	1.0	0.002,0.002	0.001,0.001	0.001
6342	"ENSG00000237765"	"FAM200B"	chr4	+	15686235	15687148	15686235	15686462	15686931	15687148	6342	132,147	0,0	158,177	2,7	568	99	0.000130887297867	0.0007443310815325269	1.0,1.0	0.932,0.815	0.127
6343	"ENSG00000237765"	"FAM200B"	chr4	+	15686235	15687148	15686235	15686462	15687000	15687148	6343	135,157	23,38	163,187	86,86	637	99	2.28826824723e-05	0.00015937333992665983	0.477,0.391	0.228,0.253	0.194
6344	"ENSG00000237765"	"FAM200B"	chr4	+	15686235	15690447	15686235	15687148	15688550	15690447	6344	254,279	46,49	289,237	79,127	1501	99	1.67605308646e-05	0.00012110582086340656	0.267,0.273	0.194,0.11	0.118
6345	"ENSG00000096696"	"DSP"	chr6	+	7571382	7572068	7571382	7571584	7571841	7572068	6345	0,0	0,1	0,4	8,39	356	99	1	1.0	NA,0.0	0.0,0.028	-0.014
6346	"ENSG00000168906"	"MAT2A"	chr2	+	85542154	85542747	85542154	85542373	85542564	85542747	6346	230,220	841,1092	314,445	1181,1500	290	99	0.127372327161	0.25893894855148497	0.085,0.064	0.083,0.092	-0.013
6347	"ENSG00000184613"	"NELL2"	chr12	-	44875814	44876315	44875814	44875900	44876293	44876315	6347	3,8	3,10	25,0	12,9	492	99	0.685339289723	0.9065415321893024	0.168,0.139	0.295,0.0	0.006
6351	"ENSG00000135931"	"ARMC9"	chr2	+	231214830	231216793	231214830	231215001	231216637	231216793	6351	19,18	104,154	29,44	118,147	1735	99	0.0273185589551	0.07342992666544991	0.01,0.007	0.014,0.017	-0.007
6352	"ENSG00000115694"	"STK25"	chr2	-	241508005	241508362	241508005	241508135	241508317	241508362	6352	51,61	0,2	58,93	0,0	281	99	0.443991313906	0.6798176526612306	1.0,0.915	1.0,1.0	-0.042
6353	"ENSG00000142534"	"RPS11"	chr19	+	49497193	49497595	49497193	49497325	49497519	49497595	6353	1785,1989	32534,36964	1594,1751	27704,27477	293	99	0.316750259715	0.5289681355162638	0.018,0.018	0.019,0.021	-0.002
6354	"ENSG00000142534"	"RPS11"	chr19	+	49497193	49498046	49497193	49497282	49497519	49498046	6354	17944,20906	19,12	15349,15805	12,15	336	99	1	1.0	0.996,0.998	0.997,0.997	0.0
6355	"ENSG00000142534"	"RPS11"	chr19	+	49497193	49497595	49497193	49497282	49497580	49497595	6355	33979,39278	71,72	29109,29687	24,30	397	99	1	1.0	0.992,0.993	0.997,0.996	-0.004
6356	"ENSG00000142534"	"RPS11"	chr19	+	49497193	49498046	49497193	49497595	49497916	49498046	6356	674,748	36595,41584	797,750	31155,31106	420	99	1	1.0	0.004,0.004	0.006,0.006	-0.002
6361	"ENSG00000168818"	"STX18"	chr4	-	4418967	4420944	4418967	4420129	4420863	4420944	6361	57,85	156,160	112,92	262,389	833	99	0.0414929184766	0.10419812947735835	0.042,0.059	0.048,0.027	0.013
6362	"ENSG00000168818"	"STX18"	chr4	-	4457190	4457500	4457190	4457257	4457422	4457500	6362	2,2	151,180	2,7	177,264	264	99	1	1.0	0.005,0.004	0.004,0.01	-0.002
6363	"ENSG00000157379"	"DHRS1"	chr14	-	24291138	24291625	24291138	24291219	24291555	24291625	6363	208,227	94,95	295,294	187,108	435	99	0.544941181806	0.784131712321235	0.335,0.352	0.264,0.383	0.02
6364	"ENSG00000157379"	"DHRS1"	chr14	-	24292183	24292784	24292183	24292330	24292651	24292784	6364	178,249	78,142	158,141	169,95	420	99	0.00117772622591	0.005066666580632847	0.35,0.292	0.181,0.259	0.101
6365	"ENSG00000184922"	"FMNL1"	chr17	+	45243790	45244244	45243790	45244025	45244175	45244244	6365	131,142	1061,1113	63,53	543,644	249	99	0.0957372123234	0.20619706042413558	0.047,0.048	0.044,0.032	0.01
6366	"ENSG00000184922"	"FMNL1"	chr17	+	45246209	45246604	45246209	45246330	45246504	45246604	6366	338,371	61,81	82,96	7,1	273	99	1.80202609497e-05	0.00012936032906868365	0.668,0.624	0.809,0.972	-0.245
6368	"ENSG00000173540"	"GMPPB"	chr3	-	49722595	49723114	49722595	49722754	49722971	49723114	6368	21,48	127,164	52,42	88,107	316	99	0.000521257531832	0.0025109515437874807	0.049,0.084	0.156,0.11	-0.067
6369	"ENSG00000173540"	"GMPPB"	chr3	-	49722595	49723302	49722595	49722754	49723253	49723302	6369	19,62	2,0	70,68	1,4	598	99	0.23052538902	0.4142907375564369	0.611,1.0	0.921,0.738	-0.024
6370	"ENSG00000173540"	"GMPPB"	chr3	-	49722595	49723302	49722595	49723114	49723253	49723302	6370	5,18	124,155	22,29	90,90	238	99	5.7854167006e-06	4.694643604472156e-05	0.016,0.046	0.092,0.118	-0.074
6371	"ENSG00000173540"	"GMPPB"	chr3	-	49723597	49723951	49723597	49723731	49723839	49723951	6371	164,145	5,2	69,113	7,8	207	99	0.00337864148233	0.01261570482699046	0.94,0.972	0.825,0.871	0.108
6372	"ENSG00000244754"	"N4BP2L2"	chr13	-	32538617	32538792	32538617	32538684	32538777	32538792	6372	248,291	16,28	247,290	26,22	192	99	0.687739544967	0.9089052173171458	0.889,0.843	0.83,0.872	0.015
6376	"ENSG00000173559"	"NABP1"	chr2	+	191685598	191696662	191685598	191693416	191695964	191696662	6376	270,371	5,12	169,198	2,6	2647	99	0.632723900905	0.8621089655003855	0.669,0.536	0.76,0.552	-0.053
6377	"ENSG00000159479"	"MED8"	chr1	-	43383916	43385106	43383916	43384552	43385045	43385106	6377	566,617	6,9	857,1009	29,13	592	99	0.0487693711499	0.11905655691869316	0.94,0.92	0.832,0.928	0.05
6378	"ENSG00000159479"	"MED8"	chr1	-	43385977	43386670	43385977	43386226	43386588	43386670	6378	30,24	197,250	44,47	392,416	461	99	0.802938439799	0.9989159986988366	0.032,0.02	0.024,0.024	0.002
6379	"ENSG00000283761"	NA	chr1	+	100078450	100080659	100078450	100078548	100080495	100080659	6379	26,33	332,381	26,47	331,328	2046	99	1	1.0	0.004,0.004	0.004,0.007	-0.001
6380	"ENSG00000135775"	"COG2"	chr1	+	230669355	230671640	230669355	230669535	230671515	230671640	6380	180,164	143,180	149,121	187,181	2079	99	0.012114518691	0.037334659159569544	0.057,0.042	0.037,0.031	0.015
6381	"ENSG00000177000"	"MTHFR"	chr1	-	11794728	11795348	11794728	11794863	11795097	11795348	6381	40,56	277,362	36,41	124,110	333	99	0.00011014218928	0.0006390731388524511	0.041,0.044	0.079,0.1	-0.047
6383	"ENSG00000177000"	"MTHFR"	chr1	-	11802880	11803526	11802880	11803129	11803404	11803526	6383	249,265	8,6	155,128	3,8	374	99	0.514891383701	0.7528262235734401	0.892,0.921	0.932,0.809	0.036
6391	"ENSG00000239779"	"WBP1"	chr2	+	74459437	74459745	74459437	74459552	74459642	74459745	6391	178,219	16,31	220,213	24,26	189	99	0.949799594279	1.0	0.854,0.787	0.828,0.811	0.001
6392	"ENSG00000239779"	"WBP1"	chr2	+	74459437	74459745	74459437	74459562	74459642	74459745	6392	169,211	136,142	205,204	73,51	179	99	1.87306320121e-07	2.1009344075199957e-06	0.407,0.451	0.608,0.689	-0.219
6393	"ENSG00000140368"	"PSTPIP1"	chr15	+	77031179	77032394	77031179	77031278	77032297	77032394	6393	418,507	146,156	499,299	127,55	1118	99	0.0103599951603	0.032618556773576134	0.202,0.223	0.258,0.325	-0.079
6394	"ENSG00000140368"	"PSTPIP1"	chr15	+	77031179	77032952	77031179	77032394	77032861	77032952	6394	165,149	167,144	235,71	135,57	566	99	0.00753638253289	0.02497134564461663	0.147,0.153	0.233,0.179	-0.056
6395	"ENSG00000127838"	"PNKD"	chr2	+	218340727	218341626	218340727	218340786	218341533	218341626	6395	24,30	8,15	117,149	78,82	846	99	0.321749397337	0.5356936567960364	0.26,0.19	0.149,0.175	0.063
6396	"ENSG00000127838"	"PNKD"	chr2	+	218340727	218341626	218340727	218340786	218341542	218341626	6396	24,30	0,0	121,157	0,1	855	99	1	1.0	1.0,1.0	1.0,0.948	0.026
6397	"ENSG00000115282"	"TTC31"	chr2	+	74490024	74490473	74490024	74490127	74490243	74490473	6397	69,61	100,138	47,63	87,68	215	99	0.240162778184	0.42762717103044023	0.241,0.169	0.199,0.299	-0.044
6398	"ENSG00000115282"	"TTC31"	chr2	+	74490243	74491184	74490243	74490473	74490655	74491184	6398	98,93	206,266	177,143	163,149	281	99	1.46580891869e-09	2.6490977577355337e-08	0.144,0.11	0.277,0.253	-0.138
6399	"ENSG00000115282"	"TTC31"	chr2	+	74490243	74491184	74490243	74490473	74491127	74491184	6399	167,225	6,1	382,274	32,39	753	99	6.08225394505e-06	4.9045719638402135e-05	0.785,0.967	0.611,0.48	0.331
6400	"ENSG00000115282"	"TTC31"	chr2	+	74490655	74491184	74490655	74490739	74491127	74491184	6400	98,183	158,233	269,185	125,101	487	99	5.90993920468e-12	1.6058803113561817e-10	0.112,0.138	0.304,0.271	-0.162
6401	"ENSG00000115282"	"TTC31"	chr2	+	74492003	74494559	74492003	74492055	74492138	74494559	6401	26,16	140,147	26,33	119,172	182	99	0.159963163743	0.3093048696078003	0.092,0.056	0.106,0.095	-0.027
6402	"ENSG00000115282"	"TTC31"	chr2	+	74491480	74492445	74491480	74491666	74492303	74492445	6402	124,121	0,0	120,138	1,0	736	99	1	1.0	1.0,1.0	0.942,1.0	0.029
6403	"ENSG00000115282"	"TTC31"	chr2	+	74492138	74492445	74492138	74492229	74492303	74492445	6403	107,107	123,163	88,106	172,163	173	99	0.106451125513	0.22395946989744303	0.332,0.273	0.226,0.271	0.054
6404	"ENSG00000186141"	"POLR3C"	chr1	+	145824194	145825923	145824194	145824369	145825756	145825923	6404	23,12	128,195	25,43	172,226	1486	99	0.760848263981	0.967235969086651	0.012,0.004	0.01,0.013	-0.003
6405	"ENSG00000186141"	"POLR3C"	chr1	+	145825756	145826709	145825756	145825923	145826453	145826709	6405	13,7	150,192	14,20	153,291	629	99	0.692320245304	0.9124910901812073	0.013,0.006	0.014,0.011	-0.003
6406	"ENSG00000186141"	"POLR3C"	chr1	+	145826453	145826709	145826453	145826492	145826605	145826709	6406	188,301	60,69	278,474	36,59	212	99	4.65130862559e-05	0.0002993673783459385	0.594,0.671	0.783,0.79	-0.154
6407	"ENSG00000100243"	"CYB5R3"	chr22	-	42627303	42627688	42627303	42627389	42627604	42627688	6407	27,48	770,999	62,91	1833,1620	314	99	0.742101249457	0.9533536444247825	0.011,0.015	0.011,0.017	-0.001
6408	"ENSG00000100243"	"CYB5R3"	chr22	-	42627303	42627688	42627303	42627431	42627604	42627688	6408	15,35	7,1	37,66	0,0	272	99	4.80235065098e-05	0.0003080610139119922	0.438,0.927	1.0,1.0	-0.318
6410	"ENSG00000100243"	"CYB5R3"	chr22	-	42627303	42628281	42627303	42627688	42628151	42628281	6410	95,115	782,993	195,168	1690,1760	562	99	0.420609331896	0.6550640190194617	0.021,0.02	0.02,0.017	0.002
6411	"ENSG00000100243"	"CYB5R3"	chr22	-	42630881	42631450	42630881	42630988	42631377	42631450	6411	12,28	814,1095	35,28	1969,2116	488	99	1	1.0	0.003,0.005	0.004,0.003	0.001
6412	"ENSG00000100243"	"CYB5R3"	chr22	-	42636584	42636846	42636584	42636598	42636714	42636846	6412	0,5	3,6	2,7	0,6	215	99	0.113849612938	0.2363785560292426	0.0,0.277	1.0,0.349	-0.536
6413	"ENSG00000197622"	"CDC42SE1"	chr1	-	151055015	151055993	151055015	151055126	151055676	151055993	6413	1067,1337	503,731	788,935	812,891	649	99	2.31917818283e-09	4.0218197835728336e-08	0.244,0.218	0.129,0.138	0.097
6414	"ENSG00000126768"	"TIMM17B"	chrX	-	48893899	48894225	48893899	48894010	48894096	48894225	6414	44,49	791,876	73,59	1031,987	185	99	0.350209638431	0.57136739530064	0.029,0.029	0.037,0.031	-0.005
6416	"ENSG00000176978"	"DPP7"	chr9	-	137112111	137112805	137112111	137112230	137112744	137112805	6416	2201,2910	703,750	2520,2322	649,542	613	99	0.155578975739	0.30309760803945157	0.336,0.385	0.385,0.409	-0.036
6417	"ENSG00000176978"	"DPP7"	chr9	-	137112111	137112805	137112111	137112230	137112748	137112805	6417	2263,2969	4,6	2569,2363	4,4	617	99	0.791148342237	0.9891794219158063	0.989,0.988	0.99,0.99	-0.002
6418	"ENSG00000176978"	"DPP7"	chr9	-	137112111	137113119	137112111	137112230	137112952	137113119	6418	1964,2627	4,0	2417,2286	21,36	821	99	1.00353059196e-12	3.085356804045944e-11	0.983,1.0	0.933,0.884	0.083
6419	"ENSG00000176978"	"DPP7"	chr9	-	137112111	137113119	137112111	137112805	137112952	137113119	6419	98,122	1191,1342	265,249	1120,907	246	99	1.11022302463e-16	5.7500611282347044e-15	0.032,0.035	0.087,0.099	-0.059
6420	"ENSG00000176978"	"DPP7"	chr9	-	137113205	137113496	137113205	137113287	137113356	137113496	6420	126,129	13,6	202,153	14,20	168	99	0.361360382051	0.5852293952334873	0.851,0.927	0.895,0.818	0.032
6421	"ENSG00000176978"	"DPP7"	chr9	-	137113205	137113496	137113205	137113287	137113360	137113496	6421	146,140	860,1051	215,163	849,638	172	99	6.43033474748e-05	0.00039806562475022596	0.089,0.071	0.127,0.128	-0.048
6422	"ENSG00000176978"	"DPP7"	chr9	-	137114242	137114576	137114242	137114378	137114462	137114576	6422	77,116	100,114	180,197	94,53	183	99	4.53978092418e-06	3.779232944109716e-05	0.294,0.355	0.509,0.668	-0.264
6423	"ENSG00000176978"	"DPP7"	chr9	-	137114242	137114576	137114242	137114382	137114462	137114576	6423	37,58	707,789	138,152	642,526	179	99	0	0.0	0.028,0.039	0.106,0.138	-0.088
6424	"ENSG00000100345"	"MYH9"	chr22	-	36319539	36320363	36319539	36319635	36320219	36320363	6424	126,154	1921,2361	40,91	879,1288	683	99	1	1.0	0.009,0.009	0.007,0.01	0.0
6425	"ENSG00000100345"	"MYH9"	chr22	-	36320219	36320896	36320219	36320363	36320797	36320896	6425	33,42	2360,3003	24,36	993,1567	533	99	1	1.0	0.003,0.003	0.004,0.004	-0.001
6426	"ENSG00000160695"	"VPS11"	chr11	+	119078172	119078997	119078172	119078334	119078794	119078997	6426	41,35	0,0	101,126	1,0	559	99	1	1.0	1.0,1.0	0.947,1.0	0.026
6427	"ENSG00000144895"	"EIF2A"	chr3	+	150567901	150568046	150567901	150567929	150568012	150568046	6427	1024,1174	0,0	759,859	2,0	182	99	1	1.0	1.0,1.0	0.995,1.0	0.002
6428	"ENSG00000144895"	"EIF2A"	chr3	+	150567901	150568046	150567901	150567929	150568016	150568046	6428	1033,1185	10,10	764,859	0,0	186	99	0.136612261773	0.2736855721968435	0.982,0.984	1.0,1.0	-0.017
6436	"ENSG00000077150"	"NFKB2"	chr10	+	102396448	102396823	102396448	102396489	102396724	102396823	6436	36,31	330,396	30,46	341,622	334	99	0.477313347176	0.714119251678401	0.031,0.023	0.025,0.021	0.004
6438	"ENSG00000171551"	"ECEL1"	chr2	-	232484980	232485267	232484980	232485091	232485198	232485267	6438	2,3	10,12	60,36	162,97	206	99	0.109945578172	0.22974547163642675	0.088,0.107	0.151,0.151	-0.053
6439	"ENSG00000117984"	"CTSD"	chr11	-	1753802	1754138	1753802	1753880	1753993	1754138	6439	104,118	0,0	268,245	5,2	212	99	0.140600489441	0.2795707232713726	1.0,1.0	0.962,0.983	0.028
6440	"ENSG00000117984"	"CTSD"	chr11	-	1753802	1754138	1753802	1753901	1753993	1754138	6440	20,20	629,751	31,31	1489,1257	191	99	0.341533993605	0.5612474403114018	0.016,0.014	0.011,0.013	0.003
6442	"ENSG00000169689"	"CENPX"	chr17	-	82019292	82019909	82019292	82019381	82019857	82019909	6442	50,84	42,51	42,77	85,164	575	99	5.77252333711e-08	7.37677945478754e-07	0.17,0.221	0.078,0.075	0.119
6443	"ENSG00000164548"	"TRA2A"	chr7	-	23521706	23522432	23521706	23521840	23522120	23522432	6443	542,636	64,65	482,509	66,63	379	99	0.2999632573	0.5089470526267853	0.689,0.719	0.656,0.679	0.036
6444	"ENSG00000164548"	"TRA2A"	chr7	-	23521706	23522432	23521706	23521840	23522131	23522432	6444	555,644	14,25	487,515	32,14	390	99	0.194196223281	0.36242134342429916	0.91,0.867	0.794,0.903	0.04
6445	"ENSG00000164548"	"TRA2A"	chr7	-	23521706	23522432	23521706	23521840	23522353	23522432	6445	827,986	13,8	742,749	21,5	612	99	0.219579010205	0.39923676169838207	0.911,0.952	0.851,0.96	0.026
6447	"ENSG00000044574"	"HSPA5"	chr9	-	125238140	125238827	125238140	125238308	125238589	125238827	6447	51,40	660,718	93,105	2660,2404	380	99	0.00328174285785	0.012275913540488827	0.02,0.014	0.009,0.011	0.007
6448	"ENSG00000044574"	"HSPA5"	chr9	-	125238140	125239331	125238140	125238827	125238940	125239331	6448	8,20	550,610	14,22	2046,1963	212	99	0.783308522895	0.98305283317299	0.007,0.015	0.003,0.005	0.007
6450	"ENSG00000044574"	"HSPA5"	chr9	-	125238940	125239533	125238940	125239331	125239420	125239533	6450	5,12	596,658	16,24	2096,1819	188	99	1	1.0	0.004,0.01	0.004,0.007	0.002
6451	"ENSG00000044574"	"HSPA5"	chr9	-	125239420	125240309	125239420	125239533	125240171	125240309	6451	45,59	520,544	90,123	1771,1581	737	99	0.140481989221	0.2794791211184473	0.011,0.014	0.007,0.01	0.004
6452	"ENSG00000044574"	"HSPA5"	chr9	-	125239420	125240907	125239420	125239533	125240675	125240907	6452	62,95	4,5	227,230	14,3	1241	99	0.320391253025	0.5341238495558274	0.553,0.602	0.564,0.859	-0.134
6453	"ENSG00000044574"	"HSPA5"	chr9	-	125239420	125240907	125239420	125240309	125240675	125240907	6453	22,21	425,493	116,108	1593,1393	465	99	0.0112296230106	0.03501373768597988	0.011,0.009	0.015,0.016	-0.006
6454	"ENSG00000127837"	"AAMP"	chr2	-	218265578	218265946	218265578	218265682	218265830	218265946	6454	97,155	872,1088	285,329	2400,2829	247	99	0.567113591131	0.8024230991488682	0.043,0.054	0.045,0.045	0.004
6455	"ENSG00000127837"	"AAMP"	chr2	-	218265578	218266587	218265578	218265682	218266442	218266587	6455	152,244	0,0	485,548	2,0	859	99	1	1.0	1.0,1.0	0.965,1.0	0.018
6456	"ENSG00000177646"	"ACAD9"	chr3	+	128908184	128909099	128908184	128908264	128908922	128909099	6456	68,63	0,5	167,140	4,0	757	99	0.238277727145	0.42495706502841807	1.0,0.622	0.845,1.0	-0.112
6457	"ENSG00000177646"	"ACAD9"	chr3	+	128908184	128909099	128908184	128908264	128908972	128909099	6457	69,64	186,261	182,155	474,371	807	99	0.0551202189815	0.13169124764093978	0.044,0.029	0.045,0.049	-0.011
6459	"ENSG00000177646"	"ACAD9"	chr3	+	128909343	128910149	128909343	128909421	128910020	128910149	6459	86,126	113,180	102,97	272,331	698	99	7.37023697295e-07	7.348335751970949e-06	0.097,0.09	0.051,0.04	0.048
6460	"ENSG00000177646"	"ACAD9"	chr3	+	128909343	128910813	128909343	128910149	128910740	128910813	6460	14,20	161,270	11,6	353,390	690	99	0.870614607545	1.0	0.012,0.011	0.004,0.002	0.009
6461	"ENSG00000177646"	"ACAD9"	chr3	+	128910390	128910813	128910390	128910539	128910740	128910813	6461	4,12	5,0	4,2	0,0	300	99	0.00263591607311	0.01018086303112606	0.209,1.0	1.0,1.0	-0.395
6462	"ENSG00000177646"	"ACAD9"	chr3	+	128912506	128912936	128912506	128912705	128912802	128912936	6462	368,418	1,1	824,779	11,5	196	99	0.0863069872513	0.18932092683862484	0.995,0.995	0.974,0.987	0.015
